Date,ATRCT,AVBLS,BCDDC,BCDDE,BCDDM,BCDDY,BLCHS,CPTRA,CPTRV,DIFF,ETRAV,ETRVU,HRATE,MIOPM,MIREV,MKPRU,MKTCP,MWNTD,MWNUS,MWTRV,NADDU,NETDF,NTRAN,NTRAT,NTRBL,NTREP,TOTBC,TOUTV,TRFEE,TRFUS,TRVOU,TVTVR
2018-07-02,8.133333333,0.7052914422,11776051687,0,0,0,173273.7139,75.3937329,1.187565064,5077499034880,156142.4251,991949405.1,37103365.37,-119178,11673361.88,6374.754167,108801529651,33715,25777335,17716.44617,341861,-1230371.131,156247,325541212,1062.904762,148141,17126412.5,858834.3038,16.7928896,106682.7087,224327884.6,60.58214548
2018-07-01,12.375,0.9873401277,11776051687,0,0,0,173170.0361,58.73561376,2.15627987,5077499034880,82832.66576,493208885.1,35588942.3,-128340,10494418.5,6381.390833,101964514431,40994,25764015,29093.69836,368307,-1263581.173,181065,325384965,1284.148936,172009,17124575,738220.8729,23.60409759,140545.4062,489427084.1,93.15405891
2018-06-30,7.866666667,0.746513298,11776051687,0,0,0,173030.8211,57.60989406,1.737033004,5077499034880,110240.3139,656285943.9,38112980.76,-131315,11236721.63,5908.7025,101936041059,43869,25738468,36886.36503,453050,-1128804.249,197881,325203900,1310.470199,188020,17122812.5,1080974.502,27.41063627,163181.8222,414797814.1,76.35477809
2018-06-29,11.1,0.6894295669,11776051687,0,0,0,172918.0976,65.1275547,1.735857773,5077499034880,114621.099,703945479.4,39627403.83,-129434,12052693.75,6107.896154,105148160888,44253,25660460,49452.7446,396405,-1084806.104,187624,325006019,1195.057325,178519,17120925,912811.9757,27.15925646,166798.5735,262900494.4,86.47388884
2018-06-28,17.025,1.088043074,11776051687,0,0,0,172809.8572,50.28921213,1.191532305,5077499034880,129636.3392,795615808.3,30540865.37,-140129,9288788.415,6105.295,105064037362,44697,25626605,40542.05652,397865,-1086519.59,188510,324818395,1557.933884,179985,17118962.5,991757.0355,32.15886049,197368.2529,345979167.6,39.47331755
2018-06-27,10.925,1.067591651,11776051687,0,0,0,172678.204,59.34957083,1.901796082,5077499034880,97662.61819,609799528.3,36850961.53,-154169,11395190.5,6218.595,106880330753,46358,25601338,34518.29647,410397,-1074498.084,195404,324629885,1338.383562,187887,17117450,879369.8474,32.34384664,201953.0378,363193880.4,57.00989519
2018-06-26,8.25,0.9209478344,11776051687,0,0,0,172522.3356,61.44671555,1.820586961,5077499034880,109699.7935,675604827,39627403.83,-155843,12092548.55,6211.4475,105409486219,46831,25567509,34368.00607,415602,-1122529.246,200173,324434481,1274.987261,190416,17115625,1293772.802,34.68013653,213583.5164,501623219.9,80.89893329
2018-06-25,9.55,0.4847369357,11776051687,0,0,0,172377.7468,84.71232626,2.294493404,5077499034880,94335.89369,583414674.4,43161057.68,-157127,13225424.94,6037.008333,105838418912,30823,25538545,19724.30684,350051,-1270313.162,158022,324234308,924.1052632,149631,17113662.5,900357.7451,27.03085817,167170.7205,450337175.9,62.36461374
2018-06-24,11.125,0.5344226688,11776051687,0,0,0,172294.8568,75.27073765,2.871720576,5077499034880,70756.81395,428012920.5,40384615.37,-158048,12098140,6141.605833,103508812532,35163,25511649,21547.44443,368136,-2234559.937,163295,324076286,1020.59375,155485,17111525,1430821.495,31.93798474,193195.1054,558291379.5,32.87836901
2018-06-23,8.25,0.7952716887,11776051687,0,0,0,172209.3491,64.44384662,1.406837702,5077499034880,139066.2774,935134494.3,38112980.76,-159201,12793132.95,6332.573333,115050947720,42305,25471534,32990.72211,469522,-2151970.831,204144,323912991,1351.94702,193389,17109525,1866676.266,68.9368202,463557.375,478403874.5,31.78156601
2018-06-22,9.475,0.6167434294,11776051687,13076697,11981181,11162473,172089.2631,74.71825659,2.057220048,5077499034880,106868.4959,719546651.5,42908653.83,-156907,14388442.37,6733.901667,115185894364,45341,25446226,29448.36126,421061,-2146107.786,198113,323708847,1165.370588,188899,17107637.5,924429.0226,73.52012206,495011.717,246549992,24.19776328
2018-06-21,10.13333333,1.078000258,11762974990,8528190,7992816,7149812,171984.4167,71.3991391,2.273619799,5077499034880,94157.57733,624576870.1,39122596.14,-159421,13820511.8,6714.718333,113466252649,44798,25423109,25701.84624,425848,-2599339.36,198889,323510734,1283.154839,189569,17105512.5,1158473.62,203.2853202,1348455.564,309788517,79.95966437
2018-06-20,8.916666667,0.9086240839,11754446800,16604803,15777695,13998907,171817.3267,70.99687913,1.892170038,5024546460930,106824.8949,719679316.8,39122596.14,-162738,13329154.5,6737,115226784775,44163,25395040,28903.68943,413609,-2107403.218,191805,323311845,1237.451613,182229,17103575,1472734.261,83.80865389,564618.9013,233317200.4,86.26090378
2018-06-19,6.733333333,0.6487076951,11737841997,6958031,5387906,3595733,171676.49,70.70777748,2.017243278,4940704885520,102492.4923,688082117.4,40279018.61,-160073,13762650.4,6713.488,114811638137,45617,25379188,30968.29293,424738,-2673274.227,196305,323120040,1196.981707,187789,17101637.5,1060965.789,17.52291191,117639.8588,287235898.8,47.50698379
2018-06-18,6.733333333,0.4909802675,11730883966,6716385,5771194,4330871,171570.1019,88.59587181,3.001448108,4940704885520,66167.69468,427735217.5,38559792.21,-170398,12686407.9,6464.411667,110538772930,30679,25358921,13965.08361,326153,-2417063.651,144908,322923735,922.9808917,138692,17099587.5,669222.3277,23.48902029,151842.6968,121723139.7,22.87266868
2018-06-17,5.9,0.4738389458,11724167581,4330820,3239332,2085347,171493.018,85.57476861,3.426572658,4940704885520,61035.98133,397309244.5,40770226.16,-169645,13507060.33,6509.426667,111295736112,33819,25344204,15988.86599,343364,-2321792.834,159090,322778827,958.373494,152101,17097625,820440.3378,16.44224754,107029.6046,172210435.5,40.52189751
2018-06-16,11.625,0.8013465163,11719836761,9117605,8221416,6922554,171414.3607,60.49921533,1.609003111,4940704885520,120303.9646,774046295.1,37577377.12,-171593,12305193.3,6434.088,109994273108,45654,25330948,31976.19445,476262,-2898226.163,205861,322619737,1345.496732,196440,17095550,1728741.46,23.19453295,149235.6661,244527145.9,40.09729089
2018-06-15,11.375,0.7438820654,11710719156,3165005,2424604,1345538,171291.7547,61.41363292,1.512879641,4940704885520,128266.4647,852588901.3,37577377.12,-171339,12712413,6647.013333,113621636378,42829,25310218,39947.9244,440335,-2630494.473,210029,322413876,1372.738562,199088,17093637.5,1846267.953,28.01723114,186230.909,507468883.7,37.02223758
2018-06-14,15.075,0.9130502657,11707554151,4006756,3503734,2247975,171177.9408,54.40997604,1.149026469,4940704885520,158822.6451,1003076180,35121339.4,-176005,11320892.25,6315.7,107946207582,45148,25290091,54099.16108,458586,-2005177.6,211829,322203847,1481.321678,199755,17091725,1878350.265,37.41423181,236297.0638,582320290.4,30.97255604
2018-06-13,8.216666667,1.04493149,11703547395,5297244,4585945,2823378,171047.3746,55.86335425,1.464128625,4940704885520,125289.9849,818780283.3,35612546.94,-184751,11844835.52,6535.081667,111684137241,46348,25266298,35884.64731,447809,-2439988.412,214595,321992018,1479.965517,204103,17089937.5,1409209.454,21.90653344,143160.9851,401258529.2,44.44494518
2018-06-12,12.7,0.7930756143,11698250151,5791622,4866427,3469823,170895.8595,57.23403382,1.274327807,4940704885520,139263.3049,957529687.8,34384528.08,-191994,12039312.76,6875.678333,117492450820,47330,25250994,45110.36368,446187,-2254960.764,213196,321777423,1522.828571,202021,17088125,1688046.809,24.67101897,169629.9906,378492500.8,31.85758896
2018-06-11,9.85,0.7592674409,11692458529,16069593,14429385,13111522,170784.8289,60.46132687,1.705762429,4940704885520,94045.97769,637339089,31191679.05,-201617,10758310.23,6776.888333,115792455396,34036,25231462,24223.63544,392108,-2429705.966,179809,321564227,1415.818898,170406,17086375,1403865.802,16.7009531,113180.4942,736759768.9,36.3892224
2018-06-10,8.35,0.6309251189,11676388936,3544203,2510851,1061508,170688.402,79.75721842,2.700062482,4940704885520,66895.0211,506021255.1,35121339.4,-203143,13551637.53,7564.408333,129236308938,37587,25221354,23816.80375,370066,-2544540.933,171306,321384418,1197.944056,164773,17084787.5,874437.265,18.7073671,141510.1636,91992940.36,33.68513379
2018-06-09,7.9,0.8971630897,11672844733,3647608,2681240,1729223,170598.1797,69.60737234,1.700817003,4940704885520,107618.3044,820067981.4,35612546.94,-199418,13811527.92,7620.153333,130175079393,45670,25205491,32470.96001,477385,-1861767.585,200379,321213112,1381.924138,192087,17083000,1440614.139,17.89042019,136327.745,192350883.7,15.63597576
2018-06-08,8.083333333,1.08251349,11669197125,6363871,5329217,3585062,170468.091,66.85066803,1.734035001,4940704885520,104275.2848,800445414.6,35121339.4,-201902,13721335.6,7676.271667,131119835639,47882,25182779,34649.10851,433803,-2051757.184,207627,321012733,1451.937063,198796,17081187.5,1205874.233,20.6699365,158668.0479,226860730.6,18.6652648
2018-06-07,13.95,0.9916829728,11662833254,11954686,11312917,10582944,170313.2916,68.87103391,1.820006404,4940704885520,102030.2988,781104515.8,36103754.49,-204134,14067189.5,7655.613333,130753282365,48026,25166338,39125.32392,451993,-2086513.887,206417,320805106,1404.197279,197714,17079400,1138551.832,19.4579716,148962.7068,295953157.9,21.10357905
2018-06-06,11.1,0.8484794857,11650878568,9664169,8757642,2032138,170167.5142,78.91225694,2.190791372,4415593341670,100695.4979,766868932.8,42980660.1,-200766,16659392.19,7615.722142,130057970864,48405,25137856,40424.24168,460259,-2528178.451,212901,320598689,1216.577143,204234,17077562.5,1231018.701,18.52827963,141106.2294,310610271.7,16.97236179
2018-06-05,9.1,1.055892372,11641214399,4312699,3478074,1790778,170019.0303,82.47209149,2.23683195,4306949573980,103191.0668,773961206.9,39180231.3,-201001,17156875.25,7500.273333,128069979769,48566,25120227,32078.72481,449727,-2887317.858,209916,320385788,1147.081967,200508,17075375,1494853.701,20.71075272,155336.3063,294372762.3,31.51141741
2018-06-04,6.45,0.7712843497,11636901700,8432824,6908807,3538415,169825.802,96.70884032,3.253113238,4306949573980,63102.85728,485884807.3,34898238.81,-197999,15688517.73,7699.886,131460827418,35122,25095548,14922.41762,369974,-3461825.475,163443,320175872,1002.717791,156195,17073087.5,935768.8091,15.3074038,117865.2642,177606670.8,44.48388026
2018-06-03,7.933333333,0.6229467105,11628468876,6866219,5596980,2738160,169700.0826,83.95691374,2.814541297,4306949573980,68084.92817,520519261.6,32543142.94,-195714,14525778.67,7645.146667,130510681004,38677,25077722,23240.85431,386673,-2777307.783,174497,320012429,1148.006579,167346,17071050,942371.6845,16.27842016,124450.9096,240176294.7,41.83328607
2018-06-02,10.125,0.7219150843,11621602657,16229732,15101130,8908302,169605.3947,76.83900792,1.820751473,4306949573980,115082.9642,867167014.2,35540537.68,-195848,15635429.33,7535.146667,128618548725,46018,25065599,28438.85307,551182,-2656100.048,205481,319837932,1237.837349,197202,17069150,1210052.76,20.37476636,153526.8528,302871386.7,22.71077065
2018-06-01,9.85,0.7068835353,11605372925,8612056,7635642,6270101,169485.5568,76.75189633,1.942561741,4306949573980,110506.3534,827851052.9,36396936.18,-194355,15919297.25,7491.434,127856865936,48990,25039755,31785.16777,454485,-2984382.793,209526,319632451,1232.505882,200522,17067075,1377302.497,21.6541427,162220.5809,255228873.5,32.44409644
2018-05-31,5.883333333,0.6259900805,11596760869,6447937,5748363,4074188,169365.3866,79.5317599,1.798403711,4306949573980,122200.7119,902500527,37253334.68,-195019,16063234.13,7385.395,126031396405,46568,25025288,37900.58175,443064,-2310390.972,204077,319422925,1172.856322,195426,17064950,1270075.633,22.66213792,167368.8401,339813351.4,44.11186962
2018-05-30,9.583333333,0.8321533237,11590312932,7364360,6544143,3826988,169256.4643,64.34158989,1.426504453,4306949573980,123808.7157,923597749.2,29759847.82,-195245,12968995.59,7459.876667,127286197091,45720,24993951,38187.61803,442313,-2319240.004,204769,319218848,1473.158273,195053,17062775,1280312.25,28.63684227,213627.3115,457810459.5,27.05199965
2018-05-29,8.666666667,0.7101011154,11582948572,15850046,14730902,11606446,169140.795,74.64298258,1.392268646,4306949573980,142151.0149,1013613735,33399541.44,-195774,13947339.5,7130.541667,121654438770,42239,24978971,33408.0944,407910,-2800911.429,189063,319014079,1211.942308,177927,17061037.5,1314911.043,29.12400991,207669.9662,359150380.5,22.70628509
2018-05-28,9.1,0.448727189,11567098526,20089129,17994590,10373424,169030.0193,105.5763967,3.755471827,4306949573980,55105.48308,405677290.3,35112338.44,-197581,15091754.92,7361.831667,125586130562,30071,24957767,28871.82864,337617,-2345072.873,144304,318825016,879.902439,138533,17059087.5,803684.8714,19.47089221,143341.4309,212506321.2,23.86146392
2018-05-27,6.933333333,0.4884693827,11547009397,20298060,19324690,17209855,168956.428,94.68714037,3.537613282,4306949573980,57878.40326,424995809.6,34684139.19,-197215,14869389.38,7342.908333,125248262801,35471,24943158,22914.36957,356715,-2190898.905,158783,318680712,980.1419753,152755,17057037.5,608494.332,22.51408114,165318.834,206933926.4,85.50995017
2018-05-26,6.9,0.6250619602,11526711337,11253165,10224445,7294654,168877.296,84.64473147,2.105659471,4306949573980,105922.9659,788621726.1,37681533.93,-181197,16379524.33,7445.238333,126978632840,42979,24931342,31985.4572,464173,-1986158.891,196181,318521929,1114.664773,187644,17055012.5,953634.68,30.37696335,226163.732,431191188,68.06555733
2018-05-25,11.75,0.7261731538,11515458172,29197670,27364975,18898207,168767.2851,66.47983698,1.374160018,4219142059010,132244.6879,1000588876,30616246.32,-178020,13524570.58,7566.193333,129024876252,44054,24913162,34643.68946,447545,-2305589.821,206825,318325748,1446.328671,196719,17052812.5,1196000.244,29.75362781,225121.7004,621630127.5,73.12082044
2018-05-24,10.9,0.7480443642,11486260502,12480889,11752361,6026992,168663.4423,69.5946312,1.498852197,4143878474750,137159.6383,1036342565,33370917.24,-179830,15300373.5,7555.74,128833111634,46284,24897595,37499.03009,481668,-2198104.5,223196,318118923,1377.753086,212101,17051025,1078604.156,30.82025138,232869.8062,699344596.5,87.81337469
2018-05-23,7.683333333,0.6977125563,11473779613,6521830,5698133,3684261,168542.2591,75.45116512,1.748923454,4143878474750,109440.1318,877226131.5,31104990.76,-179125,15129407.25,8015.58,136657623420,46299,24874208,33857.85837,441615,-1916917.015,203337,317895727,1346.602649,194837,17049000,925990.1388,26.52413321,212606.3117,305894176.5,39.5693349
2018-05-22,7.483333333,0.7553699682,11467257783,7500137,6832229,4103307,168436.9045,82.50322473,2.114350419,4143878474750,94297.95255,790740779.4,32340950.66,-180638,16465039.57,8385.556187,142949519694,46341,24859238,38774.66337,445195,-2541377.704,202647,317692390,1290.745223,193834,17047112.5,836558.7948,31.28915469,262376.9647,289720578.8,58.80659589
2018-05-21,11.50833333,0.5550495556,11459757646,6309834,5196892,3881527,168318.3114,97.85472937,3.012785254,4143878474750,60574.81711,515334603,29663037.55,-183632,15313332,8507.406667,145010022744,33842,24840357,20849.18337,369970,-2131350.527,158663,317489743,1101.826389,151976,17045150,732896.4836,24.98915763,212592.9262,262757456.6,35.1192918
2018-05-20,10.625,0.5802587013,11453447812,5428412,4488115,1395153,168238.3843,92.84853974,2.824821783,4143878474750,69258.31275,569531075.2,31722970.71,-183923,15829830.04,8223.288333,140152381216,37429,24824087,22113.09693,378135,-1755099.29,173274,317331080,1125.155844,166175,17043350,751248.4323,31.42390531,258407.8339,218570551.1,31.66493899
2018-05-19,9.05,0.8392801554,11448019400,16499300,15321981,13512468,168149.0244,74.81020356,0.8853589627,4143878474750,216876.9994,1787078403,30487010.81,-183445,15433623.02,8240.055,140422279278,44858,24808085,25738.51699,499647,-1991327.209,211496,317157806,1429.027027,200628,17041425,1123058.013,70.13995212,577957.0632,412136776.7,31.06408838
2018-05-18,14.425,0.860254947,11431520100,7129280,6287489,3502724,168024.811,71.68919885,0.7189377699,4143878474750,237024.3079,1921347087,27191117.75,-185665,13537217.62,8106.118333,138124811300,42515,24789470,39503.91591,420624,-1989661.266,192683,316946310,1459.719697,183119,17039575,1051517.19,54.05727301,438194.6518,424479322,84.83577584
2018-05-17,9.95,0.6065971397,11424390820,5168095,4624714,1797363,167911.2573,90.81812964,1.398516966,4143878474750,162304.7101,1353735436,36872803.62,-182772,18670664.41,8340.703333,142108277841,43830,24773362,35421.04412,455066,-1635312.813,208463,316753627,1164.597765,198362,17037925,1152448.452,32.35890796,269896.0515,600159885.9,44.31545699
2018-05-16,9.066666667,0.7913805068,11419222725,4593989,3931696,2532422,167802.6764,73.82211345,1.466180047,4143878474750,127053.6146,1081411504,30075024.18,-182204,15533410.85,8511.458,144998538657,46074,24754168,33920.54652,477898,-1889718.468,214779,316545164,1471.089041,204456,17035687.5,1066979.095,37.83474629,322028.854,454469063.7,35.51454367
2018-05-15,10.38333333,0.8727042727,11414628736,4668712,3810176,2443951,167687.1349,69.5332531,0.7816310493,4143878474750,215607.8296,1865447207,27191117.75,-180607,14284515.29,8652.038333,147377631315,44557,24741093,41192.7969,469797,-1657671.535,209697,316330385,1588.613636,199757,17033862.5,1274955.018,35.25774075,305051.3245,706860457.9,42.50673795
2018-05-14,8,0.5763450473,11409960024,20083252,18973784,13197785,167571.9379,102.9626222,2.573566801,4143878474750,72791.52753,635299096.6,30487010.81,-182607,16146155.58,8727.651667,148651217813,31253,24723420,16870.1832,364084,-1937851.575,158794,316120688,1072.932432,151389,17032212.5,832115.8578,23.33858622,203691.0509,406595675.3,45.57873496
2018-05-13,6.85,0.6442366848,11389876772,8697892,7837589,5060443,167486.6389,97.44263544,1.930601441,4143878474750,108302.4336,918875391.7,33988897.19,-180394,17498965,8484.346667,144491499309,34987,24704532,22352.09398,434890,-1795882.036,182054,315961894,1103.357576,171483,17030362.5,1003638.305,28.38834405,240856.5522,614413743.7,42.89207983
2018-05-12,17.925,1.075571205,11381178880,8772372,7814138,4314089,167380.3398,64.46466067,1.08229422,4138123233250,150246.7696,1272408040,26161151.17,-162590,13452669.74,8468.788,144209062700,42217,24691295,45478.16943,510498,-1566439.449,213624,315779840,1682.07874,201235,17028300,1308388.526,38.61210375,326997.7209,463167940.3,42.57152563
2018-05-11,7.466666667,0.7333766948,11372406508,9402952,8017047,4062410,167243.7423,85.00855292,1.341469477,4022059196160,145490.5842,1324180127,30790397.65,-177214,17520355.42,9101.483333,154968340040,44493,24666520,39182.36721,465045,-1502507.574,208961,315566216,1356.88961,198343,17026712.5,1205082.434,26.71177891,243116.8106,429069482.6,78.1547913
2018-05-10,7.1,0.7329255875,11363003556,12309068,11416248,7990108,167130.8023,91.62926172,1.564000334,4022059196160,129829.2287,1210273479,31990023.54,-182476,18644083.33,9322.041667,158705778441,44289,24653193,32605.35623,459142,-1475384.563,206579,315357255,1291.11875,195919,17024787.5,1062097,30.52956993,284597.923,488309747.7,92.52299426
2018-05-09,13.60833333,0.9153971295,11350694488,9737890,8865579,3023789,167013.5342,75.07090642,1.256137564,4022059196160,141050.9634,1301704097,27791332.95,-183886,16034706.98,9228.608333,157096638579,45603,24630564,31444.86426,480689,-1564214.077,217810,315150676,1566.978417,200910,17022787.5,1055634.469,34.29413578,316487.1472,517076475.3,91.75448365
2018-05-08,14.125,0.8677013867,11340956598,34641613,33532824,26985719,166886.294,87.08875006,1.381947637,4022059196160,138275.8718,1292283432,29990647.07,-183002,17532514.44,9345.69,159073456774,45702,24617482,33892.9561,450523,-2037817.755,205063,314932866,1367.086667,195013,17021050,1376393.356,35.90014262,335511.6039,280712076.1,69.81119932
2018-05-07,9.483333333,0.7584010584,11306314985,5391198,4617154,1817054,166756.1388,97.76874783,1.699483857,4022059196160,102606.5621,988115175.6,27391457.65,-183620,16501238.51,9630.136277,163896974567,37150,24600940,24482.10518,386314,-2018061.526,171761,314727803,1253.729927,162422,17019175,1094581.323,31.28195837,301249.5221,469126978.4,131.158314
2018-05-06,12.575,0.7264893602,11300923787,8454797,7399797,2332230,166652.2378,98.88659051,1.958402547,4022059196160,104405.4154,1023518305,32189961.18,-186786,19738957.97,9803.306667,166827403576,40782,24578468,19009.33213,450117,-1481167.716,202703,314556042,1259.024845,191797,17017462.5,1061146.616,32.17831497,315453.8897,537691046.7,97.44457693
2018-05-05,11.2,0.973819029,11292468990,6443522,5572541,1349211,166535.273,78.21007804,1.214006358,4022059196160,145335.1974,1411310862,27591395.3,-191267,16751009.25,9710.73,165232440779,46889,24563899,43119.99248,513487,-1582881.493,219069,314353339,1587.456522,207828,17015450,1338541.954,39.37853649,382394.3357,574880148.6,73.46037775
2018-05-04,9.133333333,0.867924702,11286025468,4020462,3294531,1863073,166400.886,81.27879903,1.399303799,4022059196160,137704.2393,1327368113,30190584.71,-191968,18194118.98,9639.268333,163999860625,47746,24541017,43351.13946,501839,-1487767.195,228521,314134270,1513.384106,215854,17013725,1354770.82,39.40065166,379793.4539,680877288.7,69.08945875
2018-05-03,9.216666667,0.8779781357,11282005006,4662755,4104666,2960408,166269.8294,77.70324273,1.206045641,4022059196160,148326.6287,1367783031,27991270.6,-193519,16155938.35,9221.426,156873400630,48251,24525393,36784.48741,468950,-1542057.033,212296,313905749,1516.4,201606,17011837.5,1077024.262,38.88684015,358592.1188,388274885.1,104.8956087
2018-05-02,7.433333333,0.6732715506,11277342251,10674805,10081095,6116988,166146.9124,91.0766818,2.129644371,4022059196160,94229.71878,855147576,31590148.24,-191568,17923394.92,9075.136667,154368868774,41012,24495808,34311.55047,490968,-1629975.934,199959,313693453,1265.563291,190682,17010087.5,1025230.819,31.75790178,288207.2989,527697023.9,72.87343416
2018-05-01,10.75,0.7483969355,11266667446,11491713,10798186,9188815,166040.5355,84.98291576,1.765711356,4022059196160,111808.7112,1035300588,30990335.3,-191275,17940416.88,9259.57,157487808262,46183,24457182,33093.67745,480942,-1494256.323,215107,313493494,1387.787097,204571,17008112.5,1217251.513,36.71911167,340003.1848,418094847.7,116.9888672
2018-04-30,10.525,0.6234897342,11255175733,7133693,6120248,3088817,165924.534,103.7668795,1.862255463,4022059196160,107927.5256,1007425923,31590148.24,-193924,18435206.29,9334.281667,158740427523,34801,24391577,21975.08816,415426,-1763365.208,180798,313278387,1144.291139,170038,17006175,1615779.486,34.8862402,325637.9923,462929664.4,127.7323219
2018-04-29,12.825,0.8442747031,11248042040,7753129,6789018,4090827,165826.0226,75.18169588,0.9186720149,4022059196160,178730.4985,1666871609,25592018.83,-180663,14931203.51,9326.173333,158584116595,38518,24387017,31801.00522,429928,-1481982.509,203681,313097589,1591.257813,175753,17004200,1834487.973,41.9470722,391205.6662,715447010.9,151.4558278
2018-04-28,9.15,0.9559950352,11240288911,50142566,49374153,48666966,165717.9555,78.1292383,1.328151366,3943557223450,137832.9724,1241919188,28391145.89,-179819,16065400.56,9010.32,153198866832,45689,24366897,39413.07421,502991,-1689252.301,211119,312893908,1486.753521,200705,17002600,1535702.723,55.63050596,501248.6605,585397247.9,79.61646161
2018-04-27,8.616666667,0.8847065106,11190146345,7705401,6944948,5322261,165582.2042,78.17805679,1.192454901,3839316899030,153472.3295,1420907959,26910340.43,-182218,16429027.84,9258.398333,157400409845,47179,24351033,42026.7679,482588,-1592037.563,216732,312682789,1537.106383,206418,17000825,1066987.868,67.58831497,625759.5427,844331716.1,101.7252746
2018-04-26,11.03333333,1.043031374,11182440944,2269483,1754958,904907,165457.4605,68.75640291,0.8936060563,3839316899030,182321.1028,1640070695,23474977.82,-182642,14253380.31,8995.506667,152915180046,43932,24325628,49106.67445,476859,-1560529.237,213155,312466057,1732.96748,201513,16999062.5,1975585.796,91.73241634,825179.5627,1422424551,62.4253757
2018-04-25,12.25,0.967178522,11180171461,9251951,8664533,6990461,165329.1677,77.08139707,1.093252369,3839316899030,187780.1432,1794341045,30345703.04,-184019,19144528.4,9555.542,162420564034,53089,24312256,55212.72069,548251,-1702222.061,254493,312252902,1600.584906,241901,16997525,1771582.254,65.4108642,625036.2601,1018367445,57.82546678
2018-04-24,11.15,0.7626160588,11170919510,5226677,4578033,3176039,165175.3863,76.63378659,1.477076247,3839316899030,131451.1538,1174366424,29200582.17,-181563,17086010.44,8933.861667,151835780976,48325,24299735,49697.36446,488405,-2086918.285,226353,311998409,1479.431373,215329,16995537.5,1097165.821,29.13376866,260277.059,450699812.7,82.54159653
2018-04-23,7.1,0.5588472313,11165692833,4977706,4006492,2856403,165058.706,103.969525,2.697555497,3839316899030,74947.09558,662423526.7,30536556.52,-181708,17677096.67,8838.548333,150198975921,35156,24279770,25455.37068,396697,-1760004.157,171870,311772056,1074.1875,163181,16993625,780480.296,21.73949684,192145.5936,465733651.2,104.2704571
2018-04-22,11.95,0.764312912,11160715127,7497752,6684479,3177560,164969.2905,91.52981846,1.834026899,3839316899030,109916.9212,968060858,30345703.04,-182194,17521934.35,8807.205,149648724658,42484,24262733,37207.38839,437087,-1760358.926,193975,311600186,1219.968553,184347,16991625,915287.5837,28.40590158,250176.5984,651772736,61.64270253
2018-04-21,7.933333333,0.8184397883,11153217375,8664874,7826970,5415336,164847.7647,74.20076462,1.329580279,3839316899030,130982.9118,1159554824,26146926.52,-181577,15169132.86,8852.718333,150404475373,44820,24241605,42306.52902,509922,-1879154.113,207777,311406211,1516.620438,196615,16989637.5,1525188.349,29.02296386,256932.1243,794298021.4,63.1688386
2018-04-20,6.85,0.6257996292,11144552501,5966036,5080378,3834848,164735.6385,87.08647289,1.34378112,3839316899030,167636.8458,1383779299,33971919.13,-183265,18366540.63,8254.625,140228950403,48539,24229382,47309.79002,499809,-1723998.567,213523,311198434,1199.567416,203635,16987925,1317693.618,27.6722839,228424.3265,464912252.7,122.2444313
2018-04-19,10.4,0.674461025,11138586465,2964120,2363593,1293584,164624.2461,82.37817348,1.97459883,3839316899030,102568.5798,837466036,30536556.52,-183399,16329874.85,8164.937426,138687177633,45773,24208592,38259.49481,451616,-1777881.785,200740,310984911,1254.625,191983,16985700,1115698.077,25.31797642,206719.6932,464196480.8,110.1810162
2018-04-18,12,0.7278044691,11135622345,11776159,10981253,9305183,164516.3324,80.24270344,1.789137449,3839316899030,114643.9073,905161446.5,30918263.48,-182863,15988219.28,7895.416926,134093392445,45790,24195165,43231.25895,451452,-1703052.282,201820,310784171,1245.802469,192381,16983700,1190315.828,26.13707878,206363.1342,394991691.1,42.34538821
2018-04-17,8.45,0.9675472553,11123846186,4554881,3937756,1743879,164398.4281,73.34898223,1.652775635,3839316899030,108195.607,870304184.2,26910340.43,-183936,14177203.38,8043.803333,136597253971,46236,24180106,40431.8359,433711,-1629582.244,196106,310582351,1390.822695,187602,16981675,1361857.997,25.73063079,206972.1337,573360855,45.2148887
2018-04-16,6.7,0.8475216748,11119291305,4003861,3302499,1898115,164262.0039,98.81570937,3.038940643,3839316899030,67846.17583,565887878,31109116.95,-182023,16994274.73,8340.748333,141625176885,42989,24162268,30716.36292,408544,-1719391.879,174031,310386245,1067.674847,166815,16979912.5,751073.0061,24.30501194,202721.9878,463617555.3,108.5228416
2018-04-15,8.466666667,0.7989102701,11115287444,5699162,3790173,1397223,164123.8579,86.2160725,2.685255627,3796188328000,64658.99849,519632756,26146926.52,-184186,13762525.18,8036.511051,136442880067,38123,24145157,35516.39965,363642,-1682138.611,161843,310212214,1181.335766,154989,16977875,693088.2643,23.75939568,190942.646,436167916.7,75.31096248
2018-04-14,10.5,0.722759497,11109588282,2694918,1960490,1124024,164014.4072,76.26670998,1.454430207,3511060552900,144308.2901,1139372876,28798401.52,-183693,16284279.69,7895.408333,134033734871,45279,24125030,42419.94533,503405,-1690902.637,217282,310050371,1316.860606,203292,16976162.5,1247341.485,36.36336175,287103.5894,926851085.1,84.96276641
2018-04-13,9.616666667,0.8257664545,11106893364,3280376,2222355,564667,163895.1518,72.96763529,1.078226314,3511060552900,181845.7947,1427097611,26878508.08,-179830,15107101.63,7847.845,133210105814,45132,24112663,59020.7159,442157,-1457342.827,210879,309833089,1369.344156,197298,16974100,2136543.651,35.70920887,280240.3363,1299643868,34.05254381
